Property location,price,bedrooms,yr_built,sqft_living,sqft_lot,floors,waterfront,view,Condition,grade,yr_renovated
Florida,735000,3,2019,2540,6762,2,0,0,2,10,0
California,730000,4,2014,3440,8150,2,0,0,2,10,0
California,257000,3,2003,1800,9000,1,0,0,1,7,2020
Florida,485000,2,2004,1260,1240,3,0,0,2,8,0
California,899000,4,2002,2370,6000,1,0,2,0,8,0
California,279000,3,2000,1520,8055,1.5,0,0,2,7,2017
California,225000,4,2009,1750,7245,1,0,0,1,7,2019
Arizona,1.36E+06,3,2008,2680,4775,2,0,2,1,8,2019
Florida,355000,3,2000,1590,4242,2,0,0,2,7,2017
California,382500,4,2006,1560,8700,1,0,0,2,7,0
California,324360,3,2018,2000,9669,2,0,0,2,8,0
California,315000,3,2006,2380,10450,1.5,0,0,2,8,0
Connecticut,426000,2,2000,2230,11472,2,0,0,2,7,2017
Hawaii,395000,5,2003,2820,6305,2,0,0,1,8,2020
California,212644,3,2016,1570,9650,1.5,0,0,2,5,0
California,510000,3,2007,1845,5100,2,0,2,2,8,0
Connecticut,85000,2,2020,830,9000,1,0,0,2,6,0
Connecticut,235000,2,2020,830,9000,1,0,0,2,6,0
Florida,295000,4,2001,2030,5754,2,0,0,1,8,2009
California,720001,3,2007,1430,2200,1.5,0,0,2,7,0
California,313950,3,2000,1510,6083,1,0,0,2,6,2017
California,415000,3,2000,1510,6083,1,0,0,2,6,2017
California,305000,3,2012,1610,12247,1,0,0,1,8,2019
California,625000,3,2006,1600,4128,1.5,0,0,2,8,0
California,490000,3,2003,1420,11040,1,0,0,1,7,2020
California,269950,3,2021,1660,8641,2,0,0,2,8,0
Connecticut,2.70E+06,5,2009,4230,27295,2,1,4,1,8,2019
California,829000,4,2002,3310,4500,2.5,0,0,0,9,0
Connecticut,635000,4,2021,2470,77550,1,0,0,2,7,0
California,217500,3,2002,1040,9750,1,0,0,0,7,0
Arizona,270000,4,2006,1850,7350,1,0,0,2,7,0
California,1.25E+06,3,2007,4610,8400,2,0,2,2,8,0
Florida,480000,4,2007,2480,5100,2,0,0,2,8,0
Connecticut,575000,3,2001,2130,6500,1,0,2,1,8,2009
Florida,426950,4,2001,2350,5589,2,0,0,1,7,2009
California,125000,3,2002,920,7314,1,0,0,0,6,0
California,208000,3,2002,920,7314,1,0,0,0,6,0
California,325000,4,2010,1780,10622,1,0,0,1,7,2019
California,597157,1,2002,2690,10880,1,0,0,0,8,0
Connecticut,728725,4,2006,3010,3120,2.5,0,2,2,8,0
California,708000,5,2007,3180,10800,1,0,0,2,8,0
Florida,1.30E+06,4,2005,4120,14021,2,0,0,2,11,0
California,405000,3,2010,1280,11625,1,0,0,1,7,2019
California,550000,4,2005,1690,6090,1.5,0,0,2,7,0
Connecticut,451000,4,2006,2320,5375,2,0,0,2,7,0
California,540500,5,2014,3090,7415,2,0,0,2,8,0
Florida,1.03E+06,5,2001,5050,16500,2,0,2,1,11,2009
California,218000,4,2004,1640,10455,1,0,0,2,7,0
California,562000,4,2009,2170,7007,1,0,0,1,8,2019
California,401500,4,2010,3140,94525,2,0,0,1,8,2019
Connecticut,196700,2,2001,1090,9994,1,0,0,1,7,2009
California,583000,3,2009,1930,10183,1,0,0,1,8,2019
California,309900,5,2009,2100,17825,1,0,0,1,7,2019
California,485000,4,2018,3110,18843,2,0,0,2,9,0
Connecticut,465000,3,2017,930,3348,1,0,0,2,6,0
California,595000,4,2016,2050,8372,2,0,0,2,8,0
Connecticut,254000,3,2002,1160,7560,1,0,0,0,6,0
Florida,488500,3,2018,1820,9490,2,0,0,2,7,0
California,260000,4,2010,2110,8990,2,0,0,1,8,2019
Connecticut,166000,2,2004,870,8487,1,0,0,2,6,0
Arizona,440000,2,2016,1080,6760,1,0,2,2,6,0
California,375000,3,2003,1260,7560,2,0,0,1,6,2020
Connecticut,529500,2,2004,900,4800,1,0,0,2,6,0
California,338000,2,2018,750,6439,1,0,0,2,6,0
California,335620,3,2017,1800,15903,1,0,0,2,8,0
California,464000,4,2010,2220,15232,1,0,0,1,9,2019
Connecticut,354000,2,2016,1390,7740,1,0,0,2,6,0
Florida,601000,4,2019,2160,3600,2,0,0,2,8,0
California,285000,3,2011,1840,9040,1,0,0,1,8,2019
California,462500,2,2006,1690,4200,2,0,0,2,7,0
California,350000,4,2017,2650,10459,2,0,0,2,8,0
California,329000,4,2008,1120,3844,1,0,0,1,7,2019
California,312500,4,2016,2500,11983,1,0,0,2,7,0
Florida,370000,4,2001,2220,5338,2,0,0,1,7,2009
California,399900,3,2011,1260,12750,1,0,0,1,7,2019
Connecticut,398000,3,2016,1480,6550,1.5,0,0,2,6,0
Arizona,550500,2,2007,930,7400,1,0,2,2,7,0
Arizona,709000,3,2008,2780,7200,1.5,0,0,1,8,2019
Arizona,402000,5,2006,2770,7620,1,0,0,2,7,0
California,450000,3,2000,1530,23660,1,0,0,2,7,2017
California,524000,3,2003,2140,6720,1,0,0,1,8,2020
California,800000,4,2017,4600,322188,1,0,4,2,10,0
California,185000,4,2006,1760,8906,1,0,0,2,7,0
California,365000,4,2006,1760,8906,1,0,0,2,7,0
California,925000,4,2017,3110,11422,2,0,0,2,9,0
California,714000,3,2007,2260,11781,1,0,0,2,8,0
California,495000,3,2008,1460,9759,1,0,0,1,7,2019
California,535000,3,2017,2050,6648,1,0,0,2,7,0
Connecticut,880000,4,2001,2340,10800,1,0,0,1,8,2009
Connecticut,150000,3,2009,1230,8056,1,0,0,1,6,2019
California,554500,3,2008,1880,6565,1,0,0,1,8,2019
California,520000,3,2010,1280,3880,1.5,0,0,1,7,2019
California,839990,4,2014,3660,5637,2,0,0,2,9,0
Hawaii,500000,3,2003,1650,5683,2,0,0,1,7,2020
Connecticut,305000,2,2019,1960,186872,1.5,0,0,2,6,0
Hawaii,247800,3,2003,1580,2170,2,0,0,1,7,2020
Florida,344200,4,2000,2490,5812,2,0,0,2,8,2017
Hawaii,459950,4,2003,2000,6107,2,0,0,1,8,2020
California,229900,4,2006,1550,9899,1,0,0,2,7,0
California,750000,4,2009,2820,9602,1,0,1,1,8,2019
California,509000,4,2016,2600,9355,1,0,0,2,9,0
California,680000,4,2002,2200,12137,1,0,4,0,8,0
California,661500,5,2010,2500,7200,1,0,0,1,7,2019
Florida,370000,2,2000,1270,1399,3,0,0,2,7,2017
California,785000,4,2010,2900,17400,1,0,0,1,8,2019
California,355000,2,2000,840,6720,1,0,0,2,7,2017
Connecticut,446000,4,2000,1940,6350,1,0,0,2,7,2017
Connecticut,830000,5,2019,3490,21780,2,0,0,2,8,0
California,324000,3,2017,1940,8347,2,0,0,2,8,0
California,500000,4,2012,2490,23478,2,0,0,1,8,2019
Connecticut,745000,3,2000,1390,9112,1,0,0,2,7,2017
California,1.20E+06,4,2012,3940,4407,2,0,0,1,8,2019
California,385000,2,2017,1760,3710,1,0,0,2,8,0
Connecticut,565000,3,2002,2560,8040,1,0,0,0,8,0
California,465000,4,2011,2300,7314,1,0,0,1,8,2019
Florida,401000,3,2001,1770,1977,3,0,0,1,8,2009
California,385000,3,2010,2310,11200,1,0,0,1,8,2019
Connecticut,395000,3,2017,2310,4930,2,0,0,2,8,0
California,245000,5,2006,2000,8100,1.5,0,0,2,6,0
Florida,500000,3,2018,1540,3600,1,0,0,2,7,0
California,334000,5,2011,2590,6720,1,0,0,1,7,2019
Connecticut,550000,3,2001,980,10960,1,0,0,1,7,2009
California,216000,3,2003,1730,7950,1,0,0,1,7,2020
Arizona,340500,3,2017,3070,5871,3,0,0,2,8,0
California,375000,4,2009,2100,12738,2,0,0,1,8,2019
California,600000,3,2006,2080,16740,1,0,3,2,8,0
California,375000,4,2002,1890,8000,1,0,0,0,7,0
Connecticut,536500,4,2017,2000,4000,1.5,0,0,2,7,0
California,599900,3,2016,3030,35123,2,0,0,2,8,0
California,750000,2,2005,1110,3600,1,0,0,2,7,0
Connecticut,355000,3,2001,1650,10075,1,0,0,1,7,2009
California,590000,3,2007,1410,6413,1,0,0,2,7,0
California,680000,2,2006,2140,6000,1,0,0,2,7,0
Florida,429000,3,2018,1860,11122,2,0,0,2,8,0
Arizona,581000,2,2007,1170,4080,1,0,0,2,7,0
California,463800,3,2007,980,7770,1,0,0,2,7,0
Florida,2.98E+06,5,2001,7400,18898,2,0,3,1,13,2009
Arizona,443000,5,2004,1650,3000,1.5,0,0,2,8,0
California,276200,3,2017,1480,7210,1,0,0,2,7,0
Florida,630000,5,2001,4060,8309,2,0,0,1,9,2009
California,570000,3,2021,1370,3300,2,0,0,2,7,0
California,979700,4,2017,2480,6000,2,0,2,2,10,0
California,730000,4,2012,2030,4080,1.5,0,0,1,8,2019
California,268450,5,2004,2200,9600,1,0,0,2,7,0
California,490000,3,2004,1770,7508,1,0,0,2,7,0
California,808000,3,2002,2550,6240,1,0,3,0,8,0
California,350000,3,2007,1250,9786,1,0,0,2,7,0
California,695000,4,2002,2390,5880,1,0,2,0,8,0
California,1.23E+06,4,2018,5730,44947,2,0,4,2,11,0
Connecticut,309950,1,2000,1120,11800,1.5,0,0,2,7,2017
Connecticut,134000,3,2002,1270,8508,1,0,0,0,6,0
California,645500,4,2017,2390,9638,2,0,0,2,10,0
California,750000,3,2021,1760,5488,1.5,0,0,2,7,0
California,1.40E+06,3,2006,2560,3600,2,0,0,2,9,0
Connecticut,344900,4,2001,1820,7700,1,0,0,1,7,2009
Florida,601450,2,2001,1840,1500,3,0,0,1,8,2009
Arizona,575000,4,2007,1810,4400,2,0,0,2,8,0
California,405000,3,2004,2470,9620,1,0,1,2,7,0
Connecticut,518000,4,2020,2520,14021,2,0,0,2,9,0
California,265000,2,2007,1600,7936,1,0,0,2,7,0
California,180000,3,2007,1280,4875,1,0,0,2,6,0
California,285000,3,2016,1590,9736,2,0,0,2,7,0
Connecticut,433000,3,2001,2000,7200,1,0,0,1,7,2009
California,399000,3,2010,1780,11440,1,0,0,1,8,2019
California,565000,3,2006,1700,7210,2,0,0,2,7,0
California,406500,3,2006,1970,10080,1,0,0,2,7,0
Connecticut,420000,4,2001,1940,11500,1,0,0,1,7,2009
California,965000,4,2006,3290,5559,1.5,0,0,2,8,0
Connecticut,1.38E+06,4,2019,3500,9523,2,0,0,2,10,0
Connecticut,353950,5,2016,3260,7969,2,0,0,2,8,0
Connecticut,847700,5,2019,4230,10260,2,0,0,2,10,0
Connecticut,185000,5,2002,1590,6700,1.5,0,0,0,6,0
Arizona,269000,2,2016,1010,6000,1,0,0,2,7,0
California,422800,3,2010,1820,8400,1,0,0,1,7,2019
California,379950,2,2007,870,7500,1,0,0,2,7,0
California,525000,3,2007,1620,7800,1,0,0,2,7,0
Connecticut,810000,4,2006,3980,209523,2,0,2,2,9,0
California,209950,4,2004,1630,8400,1,0,0,2,6,0
Hawaii,439950,3,2003,1230,1613,2,0,0,1,8,2020
Arizona,554820,4,2006,3510,12905,1,0,2,2,8,0
Connecticut,359000,4,2002,2160,4500,2,0,0,0,7,0
Connecticut,242500,3,2001,1020,5870,1,0,0,1,6,2009
Connecticut,330000,3,2001,1590,9417,1,0,0,1,7,2009
California,740000,3,2011,3440,44374,2,0,3,1,10,2019
Arizona,630000,5,2003,3020,4800,2,0,0,1,7,2020
Connecticut,750000,3,2001,2280,7800,1,0,3,1,8,2009
Connecticut,695000,4,2020,2790,6540,2,0,0,2,9,0
Connecticut,109000,2,2001,580,6900,1,0,0,1,5,2009
California,389000,3,2003,2030,10075,1,0,0,1,7,2020
Connecticut,447000,2,2016,850,2700,1,0,0,2,6,0
Connecticut,1.20E+06,3,2001,2480,13310,1,0,0,1,7,2009
California,315000,3,2010,1010,12000,1,0,0,1,7,2019
California,640000,3,2017,2420,8244,2,0,0,2,10,0
California,570000,3,2016,2180,9246,2,0,0,2,9,0
California,495000,3,2019,1830,208216,2,0,0,2,8,0
California,449500,5,2007,2040,7488,1,0,0,2,7,0
California,1.08E+06,4,2003,2640,5000,2,0,0,1,9,2020
California,294950,2,2000,1060,7868,1,0,0,2,7,2017
California,170500,3,2002,1640,13939,1,0,0,0,7,0
Connecticut,312000,4,2017,1190,7620,1.5,0,0,2,6,0
California,350000,3,2018,2180,15484,1,0,0,2,8,0
Connecticut,690000,4,2017,2120,8448,2,0,0,2,9,0
Connecticut,375000,4,2020,2210,9427,2,0,0,2,7,0
Connecticut,575000,4,2021,2510,47044,2,0,0,2,9,0
California,646000,4,2010,2500,8500,1,0,0,1,8,2019
California,239950,3,2009,1560,4800,2,0,0,1,7,2019
California,400000,5,2017,2510,7525,1.5,0,0,2,7,0
Connecticut,455000,4,2002,3060,94089,1,0,0,0,8,0
California,240000,3,2017,1310,8069,1,0,0,2,7,0
Connecticut,3.40E+06,4,2020,4260,11765,2,0,0,2,11,0
California,695000,3,2016,2500,4080,1.5,0,0,2,7,0
Connecticut,304950,2,2002,670,6720,1,0,0,0,6,0
Arizona,650000,3,2009,1840,2310,1,0,2,1,8,2019
Connecticut,402500,3,2018,1480,2211,2,0,0,2,7,0
Florida,482000,3,2019,2420,7307,2,0,0,2,7,0
Arizona,655000,3,2016,1820,4480,1,0,0,2,7,0
Connecticut,577000,5,2000,1940,5000,2,0,0,2,7,2017
California,350000,3,2017,1630,5996,2,0,0,2,7,0
California,415000,4,2007,2520,8000,1,0,2,2,8,0
California,396400,4,2016,2120,215186,2,0,0,2,7,0
Florida,654300,3,2000,2490,8582,2,0,0,2,9,2017
Florida,774950,4,2004,3410,179419,2,0,0,2,10,0
Connecticut,855000,4,2016,2380,10800,2,0,2,2,8,0
Arizona,1.15E+06,3,2010,2490,4000,2,0,0,1,8,2019
Florida,330000,2,2007,1240,1546,2,0,0,2,7,0
California,290000,4,2002,1900,10950,1,0,0,0,7,0
Connecticut,519500,3,2008,2390,19454,1.5,0,0,1,8,2019
California,450000,3,2010,1810,12600,1,0,0,1,7,2019
Connecticut,3.12E+06,3,2018,4490,56609,2,1,4,2,12,0
California,265000,3,2017,1620,9450,1.5,0,0,2,7,0
California,359000,4,2017,2640,7883,2,0,0,2,8,0
Hawaii,2.00E+06,4,2012,2870,4500,2,0,3,1,10,2019
California,1.05E+06,4,2016,3250,48037,1,0,2,2,8,0
California,402500,2,2006,800,2280,1,0,0,2,6,0
California,450000,3,2002,1360,5445,1,0,0,0,7,0
California,262500,5,2011,1950,8086,1,0,0,1,7,2019
California,285000,4,2011,1970,7200,2,0,0,1,8,2019
Florida,290000,3,2005,2020,4861,2,0,0,2,7,0
Florida,752500,2,2005,2280,6230,1,0,0,2,8,0
Florida,820000,4,2019,3540,13515,2,0,0,2,10,0
Connecticut,292000,3,2020,1560,2740,2,0,0,2,8,0
California,213000,2,2019,750,6089,1,0,2,2,6,0
Connecticut,400000,4,2002,2240,7035,2,0,0,0,7,0
Connecticut,202000,1,2004,590,5650,1,0,0,2,6,0
Connecticut,484000,1,2008,690,23244,1,0,0,1,7,2019
California,617450,3,2012,1580,14398,1,0,0,1,7,2019
California,250000,3,2002,1040,8000,1,0,0,0,7,0
Connecticut,405000,5,2004,1880,10000,1,0,0,2,7,0
Connecticut,325000,2,2000,1070,8750,1,0,0,2,7,2017
Connecticut,301350,3,2001,1860,7440,1,0,0,1,7,2009
California,425000,2,2000,1550,7800,1,0,0,2,7,2017
Connecticut,460000,3,2001,1860,6360,1,0,0,1,8,2009
California,938000,3,2018,3090,10940,2,0,2,2,10,0
California,348000,3,2016,1720,8867,1,0,0,2,8,0
Connecticut,435000,2,2017,1260,4080,1.5,0,0,2,7,0
Connecticut,227950,3,2004,1120,11430,1,0,0,2,7,0
Connecticut,425000,2,2008,1250,5880,1,0,0,1,6,2019
Connecticut,550000,3,2016,1810,4064,1.5,0,0,2,7,0
California,347500,3,2018,1890,7053,2,0,0,2,8,0
California,397000,4,2002,2020,6000,1,0,0,0,7,0
California,410000,4,2007,1790,11875,1,0,0,2,7,0
Florida,780000,3,2019,3190,6776,2,0,0,2,10,0
Connecticut,1.35E+06,4,2016,3030,5164,1.5,0,0,2,9,0
Florida,476000,3,2004,1630,3070,2,0,0,2,7,0
California,390000,3,2006,1180,16552,1,0,0,2,7,0
California,226500,3,2007,1560,7000,1,0,0,2,7,0
California,495000,3,2016,1340,2550,2,0,0,2,7,0
California,1.50E+06,5,2007,2590,11500,1,0,2,2,9,0
Connecticut,385000,3,2000,1020,5950,1,0,0,2,6,2017
Hawaii,535950,3,2003,2370,5344,2,0,0,1,9,2020
Connecticut,910000,4,2017,3170,32430,2.5,0,0,2,10,0
Connecticut,465000,2,2017,1120,4000,1,0,0,2,7,0
California,495000,3,2016,1440,11787,1,0,0,2,8,0
California,250000,4,2011,2170,5404,1.5,0,0,1,6,2019
California,1.23E+06,4,2017,3490,6906,2,0,0,2,10,0
California,400000,4,2008,1970,8941,2,0,0,1,7,2019
Connecticut,715000,4,2021,2780,13521,2,0,0,2,10,0
California,342000,3,2018,2250,7757,1,0,0,2,8,0
California,420000,4,2006,1340,8400,1,0,0,2,7,0
California,148226,3,2007,1400,7360,1,0,0,2,7,0
California,313000,3,2007,1510,10369,1,0,0,2,7,0
California,150000,3,2002,1320,8220,1,0,0,0,7,0
Connecticut,150000,2,2001,820,10270,1,0,0,1,7,2009
Connecticut,230000,2,2002,1080,9435,1,0,0,0,6,0
Connecticut,389100,2,2008,840,5400,1,0,0,1,7,2019
California,645000,4,2009,2070,8720,1,0,0,1,8,2019
Connecticut,310000,3,2002,1520,6500,1,0,0,0,7,0
California,351358,2,2014,1210,1189,2,0,0,2,8,0
California,1.70E+06,5,2014,3810,9360,2,0,0,2,10,0
Connecticut,1.57E+06,4,2002,5370,323215,2,0,0,0,10,0
California,850000,3,2002,1540,3600,2,0,0,0,8,0
California,470000,4,2018,2310,14023,2,0,0,2,9,0
Connecticut,770000,3,2008,1870,1900,3,0,0,1,8,2019
California,366000,3,2010,1840,11440,1,0,0,1,8,2019
Connecticut,545000,3,2021,2060,7184,2,0,0,2,8,0
California,205000,3,2007,1010,8800,1,0,0,2,7,0
Connecticut,405000,2,2008,1020,8155,1,0,0,1,7,2019
California,467000,4,2008,2220,7210,1,0,0,1,7,2019
Arizona,392500,2,2007,1050,4125,1,0,0,2,7,0
California,901000,4,2008,3030,18400,1.5,0,3,1,9,2019
California,500000,3,2008,1800,7199,1,0,0,1,7,2019
Florida,384950,3,2000,1860,3690,2,0,0,2,7,2017
Connecticut,1.70E+06,4,2006,4070,336283,2,0,0,2,11,0
Connecticut,245000,2,2008,860,6120,1,0,0,1,7,2019
California,1.17E+06,4,2007,3080,10487,2,0,0,2,9,0
California,184500,3,2016,1280,3640,2,0,0,2,6,0
California,269000,2,2017,1540,5000,1.5,0,0,2,8,0
Florida,570000,3,2019,1530,3296,2,0,0,2,8,0
California,850000,4,2003,2350,11914,1,0,0,1,8,2020
California,209000,3,2007,920,5200,1,0,0,2,6,0
California,327000,4,2018,1840,5100,1,0,0,2,5,0
California,369500,3,2003,1650,9957,1,0,0,1,7,2020
California,440000,3,2010,1760,8025,1,0,0,1,7,2019
California,947500,4,2007,3290,12329,1.5,0,0,2,10,0
Arizona,510000,2,2011,1270,4500,1.5,0,0,1,7,2019
Connecticut,385000,3,2001,1600,10318,1,0,0,1,7,2009
California,370000,5,2017,2670,9920,1,0,0,2,8,0
California,660000,4,2016,1960,4500,1.5,0,2,2,7,0
California,729000,3,2010,3300,308080,2,0,2,1,9,2019
California,440000,3,2011,2000,11880,2,0,0,1,8,2019
Florida,445000,4,2000,2360,81892,1,0,0,2,8,2017
California,460000,2,2019,1430,12092,1,0,0,2,7,0
California,516000,3,2008,2330,7304,1,0,0,1,9,2019
Connecticut,343888,4,2002,2060,5607,2,0,0,0,7,0
Arizona,500000,4,2006,2240,9886,1.5,0,0,2,7,0
Connecticut,465000,5,2002,2330,6450,1,0,1,0,8,0
California,302000,5,2017,2180,7813,2,0,0,2,7,0
Arizona,195000,2,2008,1280,7861,1,0,0,1,6,2019
California,640000,3,2018,2140,8925,2,0,0,2,8,0
California,502000,6,2010,2890,8122,1,0,0,1,8,2019
Florida,360000,3,2019,1480,3851,2,0,0,2,8,0
Hawaii,290500,4,2003,1680,3000,2,0,0,1,7,2020
Connecticut,248000,4,2006,2163,5883,2,0,0,2,7,0
Florida,433000,4,2001,2280,7568,2,0,0,1,7,2009
California,480000,2,2011,820,4200,1,0,0,1,7,2019
California,410000,3,2002,1330,5000,1,0,0,0,7,0
Connecticut,309950,4,2006,2310,5000,2,0,0,2,7,0
California,253000,3,2017,1290,7372,1,0,0,2,7,0
California,280000,3,2008,1630,11800,1,0,0,1,7,2019
Connecticut,440000,3,2002,1410,8925,1,0,0,0,7,0
Connecticut,333000,5,2001,1240,8936,1,0,0,1,7,2009
Connecticut,759950,3,2002,3100,23790,2,0,0,0,9,0
California,345000,3,2011,2020,9000,2,0,0,1,7,2019
Florida,350000,4,2007,2500,5831,2,0,0,2,8,0
Connecticut,198000,2,2000,790,14200,1,0,0,2,7,2017
California,730000,3,2000,2040,11294,1,0,0,2,7,2017
California,266200,3,2006,1430,9600,1,0,0,2,7,0
California,1.06E+06,4,2006,2250,10160,2,0,0,2,8,0
Connecticut,95000,2,2008,1070,20450,1,0,0,1,6,2019
California,430000,3,2012,1300,12731,1,0,0,1,8,2019
California,650000,4,2008,2560,9731,2,0,0,1,7,2019
Florida,379900,3,2004,2190,5071,2,0,0,2,8,0
Connecticut,325000,2,2004,940,1222,2,0,0,2,7,0
Connecticut,455000,4,2002,1740,8449,1,0,0,0,7,0
California,392000,4,2010,2220,3797,1.5,0,0,1,6,2019
California,373000,3,2010,1310,7811,1,0,0,1,7,2019
Connecticut,951250,5,2001,2710,8227,1,0,2,1,8,2009
Connecticut,502000,3,2001,1300,14350,1,0,0,1,7,2009
Florida,362500,3,2000,1940,40588,1,0,0,2,7,2017
Connecticut,525000,2,2016,1080,3500,1,0,3,2,7,0
California,580000,4,2010,2110,11680,1,0,0,1,7,2019
California,278000,3,2016,1590,9425,1,0,0,2,7,0
Arizona,422500,2,2016,910,4800,1,0,0,2,7,0
California,783200,4,2002,1590,5400,1,0,2,0,7,0
Hawaii,715000,4,2003,3290,6628,2,0,0,1,9,2020
California,472217,3,2014,2010,2212,2,0,0,2,8,0
Connecticut,244615,3,2020,2060,4030,2,0,0,2,7,0
Connecticut,385000,3,2004,1560,14288,1,0,0,2,6,0
California,549995,3,2003,1120,6600,1,0,0,1,7,2020
Connecticut,959900,4,2004,3550,15151,2,0,0,2,11,0
California,510000,6,2011,3300,7200,2,0,0,1,8,2019
Arizona,367000,3,2006,2000,12669,1,0,3,2,7,0
California,375000,5,2017,2680,8410,2,0,0,2,8,0
Florida,500000,2,2007,1290,1334,3,0,0,2,8,0
Florida,489000,2,2007,1290,1334,3,0,0,2,8,0
Florida,340000,3,2000,1150,700,2,0,0,2,7,2017
California,562000,3,2002,1880,5978,1,0,0,0,7,0
Connecticut,489950,3,2002,2400,7478,2,0,0,0,9,0
California,652000,3,2007,1920,9600,1,0,0,2,8,0
Connecticut,472000,4,2020,4350,7090,2,0,0,2,8,0
Connecticut,333000,4,2004,1910,9244,1,0,0,2,6,0
Connecticut,560000,3,2001,2000,7350,1,0,0,1,8,2009
California,799000,4,2017,3290,20107,2,0,4,2,10,0
California,860000,5,2011,3480,9200,2,0,0,1,8,2019
Connecticut,449500,4,2017,2410,55931,2,0,0,2,9,0
California,692500,4,2018,2820,11500,2,0,0,2,10,0
California,925000,4,2010,2710,11400,1,0,0,1,9,2019
Hawaii,267500,3,2003,2080,2856,1.5,0,0,1,7,2020
Arizona,396800,4,2010,2200,6018,2,0,0,1,8,2019
California,220000,4,2007,1180,8058,1,0,0,2,7,0
California,892500,3,2002,2120,56192,1,0,1,0,9,0
California,455500,3,2009,1460,10311,1,0,0,1,7,2019
California,743000,3,2003,2110,11250,1,0,0,1,8,2020
Connecticut,338000,4,2000,1790,17925,1,0,0,2,6,2017
California,332000,3,2010,1340,13115,1,0,0,1,7,2019
Arizona,563225,3,2010,2460,4000,1.5,0,0,1,7,2019
California,1.15E+06,4,2017,3760,20609,2,0,0,2,11,0
California,645000,2,2011,1240,5000,1,0,0,1,7,2019
California,739000,3,2012,2750,16000,2,0,0,1,9,2019
Connecticut,435000,3,2018,2530,13446,2,0,0,2,9,0
Arizona,995000,3,2009,3200,3800,2,0,0,1,9,2019
California,520000,4,2017,2020,7357,1,0,0,2,7,0
Connecticut,400000,4,2021,3030,180263,2,0,0,2,7,0
California,440000,3,2010,2350,7641,1,0,0,1,7,2019
Connecticut,440000,3,2006,1690,6010,1,0,0,2,7,0
California,738000,3,2012,1280,3900,1,0,0,1,7,2019
Connecticut,250000,3,2004,1170,9848,1,0,0,2,7,0
California,338150,4,2018,2700,8580,2,0,0,2,8,0
California,425000,3,2011,1800,7371,1,0,0,1,7,2019
Connecticut,883000,4,2020,3670,54450,2,0,0,2,10,0
California,510000,3,2016,2350,266151,1.5,0,0,2,7,0
California,950000,4,2004,3100,21303,1,0,1,2,9,0
Connecticut,435000,3,2001,1120,9656,1,0,0,1,7,2009
California,415000,5,2003,1900,10226,1,0,0,1,7,2020
Connecticut,439000,2,2004,1350,944,2,0,0,2,9,0
Connecticut,295832,5,2001,1410,6400,1,0,0,1,7,2009
California,285000,3,2006,1560,9514,1,0,0,2,7,0
California,350000,3,2004,1090,5003,1,0,0,2,7,0
Connecticut,489000,2,2006,1465,972,2,0,0,2,7,0
California,304500,3,2009,1790,6930,1,0,0,1,7,2019
California,288000,3,2007,1300,7313,1,0,0,2,7,0
California,417000,3,2011,1920,9512,1,0,0,1,8,2019
Florida,615000,3,2005,1420,991,2,0,0,2,8,0
Connecticut,730000,5,2004,3760,4857,2,0,3,2,9,0
California,178500,2,2010,930,3447,1,0,0,1,8,2019
Arizona,300000,4,2006,1580,9600,1,0,0,2,7,0
Connecticut,415000,4,2001,2170,8518,1,0,3,1,7,2009
California,452500,3,2002,2040,15695,1,0,0,0,8,0
Florida,1.01E+06,4,2005,3430,15877,1,0,4,2,11,0
Connecticut,653000,4,2017,2160,7000,2,0,0,2,9,0
Connecticut,715000,4,2001,2060,5649,1,0,0,1,8,2009
California,541000,3,2021,1410,4080,1.5,0,0,2,7,0
California,245000,4,2002,1850,7547,1.5,0,0,0,7,0
California,547000,2,2016,1370,10038,1.5,0,0,2,7,0
California,750000,5,2010,3330,12408,1,0,0,1,10,2019
California,575000,5,2002,1970,12375,1,0,0,0,8,0
California,216000,3,2016,1310,8670,1,0,0,2,6,0
California,443000,3,2010,1640,4579,1,0,0,1,6,2019
California,257700,4,2017,1600,6202,2,0,0,2,7,0
California,278000,3,2010,1230,9440,1,0,0,1,7,2019
Hawaii,300000,3,2003,2240,3691,2,0,0,1,7,2020
Connecticut,269100,3,2018,2190,7904,2,0,0,2,8,0
California,402500,3,2017,990,10752,1.5,0,0,2,7,0
California,306888,2,2012,1010,7719,2,0,0,1,7,2019
California,795000,4,2010,2920,14210,2,0,0,1,10,2019
Hawaii,525000,4,2003,2310,5573,2,0,0,1,9,2020
California,1.05E+06,3,2017,3470,12076,2,0,3,2,10,0
California,452000,2,2019,1220,6000,1,0,0,2,6,0
Florida,350000,3,2000,1550,5401,2,0,0,2,7,2017
Florida,410000,4,2007,2070,6180,2,0,0,2,8,0
California,595000,3,2006,2060,3600,1.5,0,0,2,7,0
Connecticut,499000,3,2004,1690,4851,2,0,0,2,7,0
Florida,340000,4,2001,2550,7555,2,0,0,1,8,2009
Florida,1.07E+06,5,2001,3370,7947,2,0,0,1,10,2009
California,460000,4,2018,2230,52983,2,0,0,2,8,0
Hawaii,345000,4,2011,2382,5899,2,0,0,1,8,2019
California,280500,3,2017,1620,7566,2,0,0,2,7,0
Connecticut,704000,3,2017,1140,6120,1.5,0,0,2,7,0
California,545000,3,2017,2140,40173,2,0,0,2,8,0
